pop_id,component,region,type,size,cont_out,cont_in,cont_exc_out,cont_inh_out,cont_exc_in,cont_inh_in,elec_out,elec_in,elec_exc_out,elec_inh_out,elec_exc_in,elec_inh_in,total_out,total_in,inputs,exc_inputs,inh_inputs,cont_out_density,cont_in_density,elec_out_density,elec_in_density,input_density,exc_input_density,inh_input_density
M2a_bIR215_L23_BTC_fcf6c1f59c_0_0,bIR215_L23_BTC_fcf6c1f59c_0_0,M2a,inh,36,0,165,0,0,0,165,160,160,0,160,0,160,160,325,4,0,4,0.0,4.583333333333333,4.444444444444445,4.444444444444445,0.1111111111111111,0.0,0.1111111111111111
S1b_bAC217_L6_DBC_2005a958c4_0_0,bAC217_L6_DBC_2005a958c4_0_0,S1b,inh,52,0,0,0,0,0,0,348,348,0,348,0,348,348,348,6,0,6,0.0,0.0,6.6923076923076925,6.6923076923076925,0.11538461538461539,0.0,0.11538461538461539
M1b_bAC217_L23_LBC_c5ee2b20c2_0_0,bAC217_L23_LBC_c5ee2b20c2_0_0,M1b,inh,36,0,0,0,0,0,0,240,240,0,240,0,240,240,240,4,0,4,0.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M1a_bIR215_L5_DBC_7f0bb8efe9_0_0,bIR215_L5_DBC_7f0bb8efe9_0_0,M1a,inh,25,0,0,0,0,0,0,165,165,0,165,0,165,165,165,3,0,3,0.0,0.0,6.6,6.6,0.12,0.0,0.12
M2b_bIR215_L23_BTC_e051419629_0_0,bIR215_L23_BTC_e051419629_0_0,M2b,inh,36,0,0,0,0,0,0,160,160,0,160,0,160,160,160,4,0,4,0.0,0.0,4.444444444444445,4.444444444444445,0.1111111111111111,0.0,0.1111111111111111
S1a_bAC217_L6_DBC_2005a958c4_0_0,bAC217_L6_DBC_2005a958c4_0_0,S1a,inh,52,0,0,0,0,0,0,348,348,0,348,0,348,348,348,6,0,6,0.0,0.0,6.6923076923076925,6.6923076923076925,0.11538461538461539,0.0,0.11538461538461539
S1b_bAC217_L23_LBC_c5ee2b20c2_0_0,bAC217_L23_LBC_c5ee2b20c2_0_0,S1b,inh,36,0,0,0,0,0,0,240,240,0,240,0,240,240,240,4,0,4,0.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M2a_bIR215_L5_DBC_7f0bb8efe9_0_0,bIR215_L5_DBC_7f0bb8efe9_0_0,M2a,inh,25,0,171,0,0,0,171,110,110,0,110,0,110,110,281,3,0,3,0.0,6.84,4.4,4.4,0.12,0.0,0.12
M1b_bIR215_L23_BTC_e051419629_0_0,bIR215_L23_BTC_e051419629_0_0,M1b,inh,36,0,0,0,0,0,0,240,240,0,240,0,240,240,240,4,0,4,0.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M1a_bAC217_L6_DBC_2005a958c4_0_0,bAC217_L6_DBC_2005a958c4_0_0,M1a,inh,52,0,0,0,0,0,0,348,348,0,348,0,348,348,348,6,0,6,0.0,0.0,6.6923076923076925,6.6923076923076925,0.11538461538461539,0.0,0.11538461538461539
S1a_bAC217_L23_LBC_c5ee2b20c2_0_0,bAC217_L23_LBC_c5ee2b20c2_0_0,S1a,inh,36,0,244,0,0,244,0,240,240,0,240,0,240,240,484,4,0,4,0.0,6.777777777777778,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M2b_bIR215_L5_DBC_50ea904e54_0_0,bIR215_L5_DBC_50ea904e54_0_0,M2b,inh,25,0,0,0,0,0,0,110,110,0,110,0,110,110,110,3,0,3,0.0,0.0,4.4,4.4,0.12,0.0,0.12
S1b_bIR215_L23_BTC_e051419629_0_0,bIR215_L23_BTC_e051419629_0_0,S1b,inh,36,0,0,0,0,0,0,240,240,0,240,0,240,240,240,4,0,4,0.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M2a_bAC217_L6_DBC_2005a958c4_0_0,bAC217_L6_DBC_2005a958c4_0_0,M2a,inh,52,212,0,0,212,0,0,232,232,0,232,0,232,444,232,6,0,6,4.076923076923077,0.0,4.461538461538462,4.461538461538462,0.11538461538461539,0.0,0.11538461538461539
M1a_bAC217_L23_LBC_c5ee2b20c2_0_0,bAC217_L23_LBC_c5ee2b20c2_0_0,M1a,inh,36,210,0,0,210,0,0,240,240,0,240,0,240,450,240,4,0,4,5.833333333333333,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M1b_bIR215_L5_DBC_50ea904e54_0_0,bIR215_L5_DBC_50ea904e54_0_0,M1b,inh,25,0,38,0,0,36,2,165,165,0,165,0,165,165,203,3,0,3,0.0,1.52,6.6,6.6,0.12,0.0,0.12
S1a_bIR215_L23_BTC_e051419629_0_0,bIR215_L23_BTC_e051419629_0_0,S1a,inh,36,0,0,0,0,0,0,240,240,0,240,0,240,240,240,4,0,4,0.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M2b_bAC217_L6_BTC_c021ea90e3_0_0,bAC217_L6_BTC_c021ea90e3_0_0,M2b,inh,52,0,0,0,0,0,0,232,232,0,232,0,232,232,232,6,0,6,0.0,0.0,4.461538461538462,4.461538461538462,0.11538461538461539,0.0,0.11538461538461539
M2a_bAC217_L23_LBC_c5ee2b20c2_0_0,bAC217_L23_LBC_c5ee2b20c2_0_0,M2a,inh,36,188,0,0,188,0,0,160,160,0,160,0,160,348,160,4,0,4,5.222222222222222,0.0,4.444444444444445,4.444444444444445,0.1111111111111111,0.0,0.1111111111111111
S1b_bIR215_L5_DBC_50ea904e54_0_0,bIR215_L5_DBC_50ea904e54_0_0,S1b,inh,25,191,184,0,191,184,0,165,165,0,165,0,165,356,349,3,0,3,7.64,7.36,6.6,6.6,0.12,0.0,0.12
M1a_bIR215_L23_BTC_e051419629_0_0,bIR215_L23_BTC_e051419629_0_0,M1a,inh,36,0,0,0,0,0,0,240,240,0,240,0,240,240,240,4,0,4,0.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M1b_bAC217_L6_BTC_c021ea90e3_0_0,bAC217_L6_BTC_c021ea90e3_0_0,M1b,inh,52,0,0,0,0,0,0,348,348,0,348,0,348,348,348,6,0,6,0.0,0.0,6.6923076923076925,6.6923076923076925,0.11538461538461539,0.0,0.11538461538461539
M2b_bAC217_L23_LBC_aebca8458d_0_0,bAC217_L23_LBC_aebca8458d_0_0,M2b,inh,36,0,56,0,0,54,2,160,160,0,160,0,160,160,216,4,0,4,0.0,1.5555555555555556,4.444444444444445,4.444444444444445,0.1111111111111111,0.0,0.1111111111111111
S1a_bIR215_L5_DBC_50ea904e54_0_0,bIR215_L5_DBC_50ea904e54_0_0,S1a,inh,25,559,0,0,559,0,0,165,165,0,165,0,165,724,165,3,0,3,22.36,0.0,6.6,6.6,0.12,0.0,0.12
M2a_bIR215_L23_BTC_e051419629_0_0,bIR215_L23_BTC_e051419629_0_0,M2a,inh,36,0,0,0,0,0,0,160,160,0,160,0,160,160,160,4,0,4,0.0,0.0,4.444444444444445,4.444444444444445,0.1111111111111111,0.0,0.1111111111111111
S1b_bAC217_L6_BTC_c021ea90e3_0_0,bAC217_L6_BTC_c021ea90e3_0_0,S1b,inh,52,0,0,0,0,0,0,348,348,0,348,0,348,348,348,6,0,6,0.0,0.0,6.6923076923076925,6.6923076923076925,0.11538461538461539,0.0,0.11538461538461539
M1b_bAC217_L23_LBC_aebca8458d_0_0,bAC217_L23_LBC_aebca8458d_0_0,M1b,inh,36,0,0,0,0,0,0,240,240,0,240,0,240,240,240,4,0,4,0.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M1a_bIR215_L5_DBC_50ea904e54_0_0,bIR215_L5_DBC_50ea904e54_0_0,M1a,inh,25,0,188,0,0,188,0,165,165,0,165,0,165,165,353,3,0,3,0.0,7.52,6.6,6.6,0.12,0.0,0.12
M2b_bIR215_L23_BTC_e02ed2d076_0_0,bIR215_L23_BTC_e02ed2d076_0_0,M2b,inh,36,0,0,0,0,0,0,160,160,0,160,0,160,160,160,4,0,4,0.0,0.0,4.444444444444445,4.444444444444445,0.1111111111111111,0.0,0.1111111111111111
S1a_bAC217_L6_BTC_c021ea90e3_0_0,bAC217_L6_BTC_c021ea90e3_0_0,S1a,inh,52,0,172,0,0,0,172,348,348,0,348,0,348,348,520,6,0,6,0.0,3.3076923076923075,6.6923076923076925,6.6923076923076925,0.11538461538461539,0.0,0.11538461538461539
S1b_bAC217_L23_LBC_aebca8458d_0_0,bAC217_L23_LBC_aebca8458d_0_0,S1b,inh,36,0,56,0,0,54,2,240,240,0,240,0,240,240,296,4,0,4,0.0,1.5555555555555556,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M1b_bIR215_L23_BTC_e02ed2d076_0_0,bIR215_L23_BTC_e02ed2d076_0_0,M1b,inh,36,198,0,0,198,0,0,240,240,0,240,0,240,438,240,4,0,4,5.5,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M1a_bAC217_L6_BTC_c021ea90e3_0_0,bAC217_L6_BTC_c021ea90e3_0_0,M1a,inh,52,0,164,0,0,0,164,348,348,0,348,0,348,348,512,6,0,6,0.0,3.1538461538461537,6.6923076923076925,6.6923076923076925,0.11538461538461539,0.0,0.11538461538461539
S1a_bAC217_L23_LBC_aebca8458d_0_0,bAC217_L23_LBC_aebca8458d_0_0,S1a,inh,36,0,0,0,0,0,0,240,240,0,240,0,240,240,240,4,0,4,0.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M2b_bIR215_L5_DBC_08b1fddce5_0_0,bIR215_L5_DBC_08b1fddce5_0_0,M2b,inh,25,0,0,0,0,0,0,110,110,0,110,0,110,110,110,3,0,3,0.0,0.0,4.4,4.4,0.12,0.0,0.12
S1b_bIR215_L23_BTC_e02ed2d076_0_0,bIR215_L23_BTC_e02ed2d076_0_0,S1b,inh,36,0,180,0,0,0,180,240,240,0,240,0,240,240,420,4,0,4,0.0,5.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M2a_bAC217_L6_BTC_c021ea90e3_0_0,bAC217_L6_BTC_c021ea90e3_0_0,M2a,inh,52,186,0,0,186,0,0,232,232,0,232,0,232,418,232,6,0,6,3.576923076923077,0.0,4.461538461538462,4.461538461538462,0.11538461538461539,0.0,0.11538461538461539
M1a_bAC217_L23_LBC_aebca8458d_0_0,bAC217_L23_LBC_aebca8458d_0_0,M1a,inh,36,0,0,0,0,0,0,240,240,0,240,0,240,240,240,4,0,4,0.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M1b_bIR215_L5_DBC_08b1fddce5_0_0,bIR215_L5_DBC_08b1fddce5_0_0,M1b,inh,25,0,186,0,0,186,0,165,165,0,165,0,165,165,351,3,0,3,0.0,7.44,6.6,6.6,0.12,0.0,0.12
S1a_bIR215_L23_BTC_e02ed2d076_0_0,bIR215_L23_BTC_e02ed2d076_0_0,S1a,inh,36,0,168,0,0,0,168,240,240,0,240,0,240,240,408,4,0,4,0.0,4.666666666666667,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M2b_bAC217_L6_BTC_bc69dce0ae_0_0,bAC217_L6_BTC_bc69dce0ae_0_0,M2b,inh,52,0,0,0,0,0,0,232,232,0,232,0,232,232,232,6,0,6,0.0,0.0,4.461538461538462,4.461538461538462,0.11538461538461539,0.0,0.11538461538461539
M2a_bAC217_L23_LBC_aebca8458d_0_0,bAC217_L23_LBC_aebca8458d_0_0,M2a,inh,36,0,0,0,0,0,0,160,160,0,160,0,160,160,160,4,0,4,0.0,0.0,4.444444444444445,4.444444444444445,0.1111111111111111,0.0,0.1111111111111111
S1b_bIR215_L5_DBC_08b1fddce5_0_0,bIR215_L5_DBC_08b1fddce5_0_0,S1b,inh,25,0,164,0,0,0,164,165,165,0,165,0,165,165,329,3,0,3,0.0,6.56,6.6,6.6,0.12,0.0,0.12
M1a_bIR215_L23_BTC_e02ed2d076_0_0,bIR215_L23_BTC_e02ed2d076_0_0,M1a,inh,36,0,0,0,0,0,0,240,240,0,240,0,240,240,240,4,0,4,0.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M1b_bAC217_L6_BTC_bc69dce0ae_0_0,bAC217_L6_BTC_bc69dce0ae_0_0,M1b,inh,52,0,0,0,0,0,0,348,348,0,348,0,348,348,348,6,0,6,0.0,0.0,6.6923076923076925,6.6923076923076925,0.11538461538461539,0.0,0.11538461538461539
M2b_bAC217_L23_LBC_72e65525d3_0_0,bAC217_L23_LBC_72e65525d3_0_0,M2b,inh,36,0,0,0,0,0,0,160,160,0,160,0,160,160,160,4,0,4,0.0,0.0,4.444444444444445,4.444444444444445,0.1111111111111111,0.0,0.1111111111111111
S1a_bIR215_L5_DBC_08b1fddce5_0_0,bIR215_L5_DBC_08b1fddce5_0_0,S1a,inh,25,0,38,0,0,36,2,165,165,0,165,0,165,165,203,3,0,3,0.0,1.52,6.6,6.6,0.12,0.0,0.12
M2a_bIR215_L23_BTC_e02ed2d076_0_0,bIR215_L23_BTC_e02ed2d076_0_0,M2a,inh,36,0,0,0,0,0,0,160,160,0,160,0,160,160,160,4,0,4,0.0,0.0,4.444444444444445,4.444444444444445,0.1111111111111111,0.0,0.1111111111111111
S1b_bAC217_L6_BTC_bc69dce0ae_0_0,bAC217_L6_BTC_bc69dce0ae_0_0,S1b,inh,52,0,0,0,0,0,0,348,348,0,348,0,348,348,348,6,0,6,0.0,0.0,6.6923076923076925,6.6923076923076925,0.11538461538461539,0.0,0.11538461538461539
M1b_bAC217_L23_LBC_72e65525d3_0_0,bAC217_L23_LBC_72e65525d3_0_0,M1b,inh,36,0,0,0,0,0,0,240,240,0,240,0,240,240,240,4,0,4,0.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M1a_bIR215_L5_DBC_08b1fddce5_0_0,bIR215_L5_DBC_08b1fddce5_0_0,M1a,inh,25,179,162,0,179,0,162,165,165,0,165,0,165,344,327,3,0,3,7.16,6.48,6.6,6.6,0.12,0.0,0.12
M2b_bIR215_L23_BTC_b7a569ac13_0_0,bIR215_L23_BTC_b7a569ac13_0_0,M2b,inh,36,202,0,0,202,0,0,160,160,0,160,0,160,362,160,4,0,4,5.611111111111111,0.0,4.444444444444445,4.444444444444445,0.1111111111111111,0.0,0.1111111111111111
S1a_bAC217_L6_BTC_bc69dce0ae_0_0,bAC217_L6_BTC_bc69dce0ae_0_0,S1a,inh,52,199,82,0,199,78,4,348,348,0,348,0,348,547,430,6,0,6,3.826923076923077,1.5769230769230769,6.6923076923076925,6.6923076923076925,0.11538461538461539,0.0,0.11538461538461539
S1b_bAC217_L23_LBC_72e65525d3_0_0,bAC217_L23_LBC_72e65525d3_0_0,S1b,inh,36,0,0,0,0,0,0,240,240,0,240,0,240,240,240,4,0,4,0.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M2a_bIR215_L5_DBC_08b1fddce5_0_0,bIR215_L5_DBC_08b1fddce5_0_0,M2a,inh,25,0,0,0,0,0,0,110,110,0,110,0,110,110,110,3,0,3,0.0,0.0,4.4,4.4,0.12,0.0,0.12
M1b_bIR215_L23_BTC_b7a569ac13_0_0,bIR215_L23_BTC_b7a569ac13_0_0,M1b,inh,36,207,0,0,207,0,0,240,240,0,240,0,240,447,240,4,0,4,5.75,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M1a_bAC217_L6_BTC_bc69dce0ae_0_0,bAC217_L6_BTC_bc69dce0ae_0_0,M1a,inh,52,239,82,0,239,78,4,348,348,0,348,0,348,587,430,6,0,6,4.596153846153846,1.5769230769230769,6.6923076923076925,6.6923076923076925,0.11538461538461539,0.0,0.11538461538461539
S1a_bAC217_L23_LBC_72e65525d3_0_0,bAC217_L23_LBC_72e65525d3_0_0,S1a,inh,36,0,0,0,0,0,0,240,240,0,240,0,240,240,240,4,0,4,0.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M2b_bIR215_L5_BP_f920d1af2c_0_0,bIR215_L5_BP_f920d1af2c_0_0,M2b,inh,25,0,0,0,0,0,0,110,110,0,110,0,110,110,110,3,0,3,0.0,0.0,4.4,4.4,0.12,0.0,0.12
S1b_bIR215_L23_BTC_b7a569ac13_0_0,bIR215_L23_BTC_b7a569ac13_0_0,S1b,inh,36,186,178,0,186,0,178,240,240,0,240,0,240,426,418,4,0,4,5.166666666666667,4.944444444444445,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M2a_bAC217_L6_BTC_bc69dce0ae_0_0,bAC217_L6_BTC_bc69dce0ae_0_0,M2a,inh,52,0,0,0,0,0,0,232,232,0,232,0,232,232,232,6,0,6,0.0,0.0,4.461538461538462,4.461538461538462,0.11538461538461539,0.0,0.11538461538461539
M1a_bAC217_L23_LBC_72e65525d3_0_0,bAC217_L23_LBC_72e65525d3_0_0,M1a,inh,36,0,218,0,0,218,0,240,240,0,240,0,240,240,458,4,0,4,0.0,6.055555555555555,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M1b_bIR215_L5_BP_f920d1af2c_0_0,bIR215_L5_BP_f920d1af2c_0_0,M1b,inh,25,0,0,0,0,0,0,165,165,0,165,0,165,165,165,3,0,3,0.0,0.0,6.6,6.6,0.12,0.0,0.12
S1a_bIR215_L23_BTC_b7a569ac13_0_0,bIR215_L23_BTC_b7a569ac13_0_0,S1a,inh,36,0,0,0,0,0,0,240,240,0,240,0,240,240,240,4,0,4,0.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M2b_bAC217_L6_BTC_9e335e53f6_0_0,bAC217_L6_BTC_9e335e53f6_0_0,M2b,inh,52,0,157,0,0,0,157,232,232,0,232,0,232,232,389,6,0,6,0.0,3.019230769230769,4.461538461538462,4.461538461538462,0.11538461538461539,0.0,0.11538461538461539
M2a_bAC217_L23_LBC_72e65525d3_0_0,bAC217_L23_LBC_72e65525d3_0_0,M2a,inh,36,0,230,0,0,230,0,160,160,0,160,0,160,160,390,4,0,4,0.0,6.388888888888889,4.444444444444445,4.444444444444445,0.1111111111111111,0.0,0.1111111111111111
S1b_bIR215_L5_BP_f920d1af2c_0_0,bIR215_L5_BP_f920d1af2c_0_0,S1b,inh,25,0,76,0,0,72,4,165,165,0,165,0,165,165,241,3,0,3,0.0,3.04,6.6,6.6,0.12,0.0,0.12
M1a_bIR215_L23_BTC_b7a569ac13_0_0,bIR215_L23_BTC_b7a569ac13_0_0,M1a,inh,36,193,0,0,193,0,0,240,240,0,240,0,240,433,240,4,0,4,5.361111111111111,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M1b_bAC217_L6_BTC_9e335e53f6_0_0,bAC217_L6_BTC_9e335e53f6_0_0,M1b,inh,52,218,0,0,218,0,0,348,348,0,348,0,348,566,348,6,0,6,4.1923076923076925,0.0,6.6923076923076925,6.6923076923076925,0.11538461538461539,0.0,0.11538461538461539
M2b_bAC217_L23_LBC_4738b5c12c_0_0,bAC217_L23_LBC_4738b5c12c_0_0,M2b,inh,36,201,178,0,201,0,178,160,160,0,160,0,160,361,338,4,0,4,5.583333333333333,4.944444444444445,4.444444444444445,4.444444444444445,0.1111111111111111,0.0,0.1111111111111111
S1a_bIR215_L5_BP_f920d1af2c_0_0,bIR215_L5_BP_f920d1af2c_0_0,S1a,inh,25,0,194,0,0,0,194,165,165,0,165,0,165,165,359,3,0,3,0.0,7.76,6.6,6.6,0.12,0.0,0.12
M2a_bIR215_L23_BTC_b7a569ac13_0_0,bIR215_L23_BTC_b7a569ac13_0_0,M2a,inh,36,0,0,0,0,0,0,160,160,0,160,0,160,160,160,4,0,4,0.0,0.0,4.444444444444445,4.444444444444445,0.1111111111111111,0.0,0.1111111111111111
S1b_bAC217_L6_BTC_9e335e53f6_0_0,bAC217_L6_BTC_9e335e53f6_0_0,S1b,inh,52,0,0,0,0,0,0,348,348,0,348,0,348,348,348,6,0,6,0.0,0.0,6.6923076923076925,6.6923076923076925,0.11538461538461539,0.0,0.11538461538461539
M1b_bAC217_L23_LBC_4738b5c12c_0_0,bAC217_L23_LBC_4738b5c12c_0_0,M1b,inh,36,205,0,0,205,0,0,240,240,0,240,0,240,445,240,4,0,4,5.694444444444445,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M1a_bIR215_L5_BP_f920d1af2c_0_0,bIR215_L5_BP_f920d1af2c_0_0,M1a,inh,25,0,0,0,0,0,0,165,165,0,165,0,165,165,165,3,0,3,0.0,0.0,6.6,6.6,0.12,0.0,0.12
M2b_bIR215_L23_BTC_a8491dac1c_0_0,bIR215_L23_BTC_a8491dac1c_0_0,M2b,inh,36,0,0,0,0,0,0,160,160,0,160,0,160,160,160,4,0,4,0.0,0.0,4.444444444444445,4.444444444444445,0.1111111111111111,0.0,0.1111111111111111
S1a_bAC217_L6_BTC_9e335e53f6_0_0,bAC217_L6_BTC_9e335e53f6_0_0,S1a,inh,52,0,266,0,0,266,0,348,348,0,348,0,348,348,614,6,0,6,0.0,5.115384615384615,6.6923076923076925,6.6923076923076925,0.11538461538461539,0.0,0.11538461538461539
S1b_bAC217_L23_LBC_4738b5c12c_0_0,bAC217_L23_LBC_4738b5c12c_0_0,S1b,inh,36,0,0,0,0,0,0,240,240,0,240,0,240,240,240,4,0,4,0.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M2a_bIR215_L5_BP_f920d1af2c_0_0,bIR215_L5_BP_f920d1af2c_0_0,M2a,inh,25,176,0,0,176,0,0,110,110,0,110,0,110,286,110,3,0,3,7.04,0.0,4.4,4.4,0.12,0.0,0.12
M1b_bIR215_L23_BTC_a8491dac1c_0_0,bIR215_L23_BTC_a8491dac1c_0_0,M1b,inh,36,183,0,0,183,0,0,240,240,0,240,0,240,423,240,4,0,4,5.083333333333333,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M1a_bAC217_L6_BTC_9e335e53f6_0_0,bAC217_L6_BTC_9e335e53f6_0_0,M1a,inh,52,0,218,0,0,218,0,348,348,0,348,0,348,348,566,6,0,6,0.0,4.1923076923076925,6.6923076923076925,6.6923076923076925,0.11538461538461539,0.0,0.11538461538461539
S1a_bAC217_L23_LBC_4738b5c12c_0_0,bAC217_L23_LBC_4738b5c12c_0_0,S1a,inh,36,0,0,0,0,0,0,240,240,0,240,0,240,240,240,4,0,4,0.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M2b_bIR215_L5_BP_706acf4049_0_0,bIR215_L5_BP_706acf4049_0_0,M2b,inh,25,0,0,0,0,0,0,110,110,0,110,0,110,110,110,3,0,3,0.0,0.0,4.4,4.4,0.12,0.0,0.12
S1b_bIR215_L23_BTC_a8491dac1c_0_0,bIR215_L23_BTC_a8491dac1c_0_0,S1b,inh,36,0,0,0,0,0,0,240,240,0,240,0,240,240,240,4,0,4,0.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M2a_bAC217_L6_BTC_9e335e53f6_0_0,bAC217_L6_BTC_9e335e53f6_0_0,M2a,inh,52,0,0,0,0,0,0,232,232,0,232,0,232,232,232,6,0,6,0.0,0.0,4.461538461538462,4.461538461538462,0.11538461538461539,0.0,0.11538461538461539
M1a_bAC217_L23_LBC_4738b5c12c_0_0,bAC217_L23_LBC_4738b5c12c_0_0,M1a,inh,36,0,0,0,0,0,0,240,240,0,240,0,240,240,240,4,0,4,0.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M1b_bIR215_L5_BP_706acf4049_0_0,bIR215_L5_BP_706acf4049_0_0,M1b,inh,25,0,38,0,0,36,2,165,165,0,165,0,165,165,203,3,0,3,0.0,1.52,6.6,6.6,0.12,0.0,0.12
S1a_bIR215_L23_BTC_a8491dac1c_0_0,bIR215_L23_BTC_a8491dac1c_0_0,S1a,inh,36,195,521,0,195,0,521,240,240,0,240,0,240,435,761,4,0,4,5.416666666666667,14.472222222222221,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M2b_bAC217_L6_BTC_459ef88946_0_0,bAC217_L6_BTC_459ef88946_0_0,M2b,inh,52,0,492,0,0,492,0,232,232,0,232,0,232,232,724,6,0,6,0.0,9.461538461538462,4.461538461538462,4.461538461538462,0.11538461538461539,0.0,0.11538461538461539
M2a_bAC217_L23_LBC_4738b5c12c_0_0,bAC217_L23_LBC_4738b5c12c_0_0,M2a,inh,36,204,0,0,204,0,0,160,160,0,160,0,160,364,160,4,0,4,5.666666666666667,0.0,4.444444444444445,4.444444444444445,0.1111111111111111,0.0,0.1111111111111111
S1b_bIR215_L5_BP_706acf4049_0_0,bIR215_L5_BP_706acf4049_0_0,S1b,inh,25,0,0,0,0,0,0,165,165,0,165,0,165,165,165,3,0,3,0.0,0.0,6.6,6.6,0.12,0.0,0.12
M1a_bIR215_L23_BTC_a8491dac1c_0_0,bIR215_L23_BTC_a8491dac1c_0_0,M1a,inh,36,0,0,0,0,0,0,240,240,0,240,0,240,240,240,4,0,4,0.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
M2b_bAC217_L23_LBC_c5ee2b20c2_0_0,bAC217_L23_LBC_c5ee2b20c2_0_0,M2b,inh,36,0,0,0,0,0,0,160,160,0,160,0,160,160,160,4,0,4,0.0,0.0,4.444444444444445,4.444444444444445,0.1111111111111111,0.0,0.1111111111111111
M1b_bAC217_L6_DBC_2005a958c4_0_0,bAC217_L6_DBC_2005a958c4_0_0,M1b,inh,52,0,0,0,0,0,0,348,348,0,348,0,348,348,348,6,0,6,0.0,0.0,6.6923076923076925,6.6923076923076925,0.11538461538461539,0.0,0.11538461538461539
M1b_bAC217_L6_BTC_459ef88946_0_0,bAC217_L6_BTC_459ef88946_0_0,M1b,inh,52,0,0,0,0,0,0,348,348,0,348,0,348,348,348,6,0,6,0.0,0.0,6.6923076923076925,6.6923076923076925,0.11538461538461539,0.0,0.11538461538461539
M2b_bAC217_L23_LBC_361cffb4c6_0_0,bAC217_L23_LBC_361cffb4c6_0_0,M2b,inh,36,0,0,0,0,0,0,160,160,0,160,0,160,160,160,4,0,4,0.0,0.0,4.444444444444445,4.444444444444445,0.1111111111111111,0.0,0.1111111111111111
S1a_bIR215_L5_BP_706acf4049_0_0,bIR215_L5_BP_706acf4049_0_0,S1a,inh,25,0,0,0,0,0,0,165,165,0,165,0,165,165,165,3,0,3,0.0,0.0,6.6,6.6,0.12,0.0,0.12
M2a_bIR215_L23_BTC_a8491dac1c_0_0,bIR215_L23_BTC_a8491dac1c_0_0,M2a,inh,36,0,214,0,0,214,0,160,160,0,160,0,160,160,374,4,0,4,0.0,5.944444444444445,4.444444444444445,4.444444444444445,0.1111111111111111,0.0,0.1111111111111111
S1b_bAC217_L6_BTC_459ef88946_0_0,bAC217_L6_BTC_459ef88946_0_0,S1b,inh,52,213,0,0,213,0,0,348,348,0,348,0,348,561,348,6,0,6,4.096153846153846,0.0,6.6923076923076925,6.6923076923076925,0.11538461538461539,0.0,0.11538461538461539
M1b_bAC217_L23_LBC_361cffb4c6_0_0,bAC217_L23_LBC_361cffb4c6_0_0,M1b,inh,36,195,0,0,195,0,0,240,240,0,240,0,240,435,240,4,0,4,5.416666666666667,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,0.0,0.1111111111111111
